timestamps,TP9,AF7,AF8,TP10,Right AUX
1759592707.224,-134.277,-21.484,5.859,-83.008,0.000
1759592707.228,32.715,-24.902,9.766,-75.195,0.000
1759592707.232,15.137,-24.414,7.812,-66.895,0.000
1759592707.236,-151.855,-28.809,0.000,-37.109,0.000
1759592707.239,-158.691,-28.809,5.371,-18.066,0.000
1759592707.243,23.438,-25.879,-6.836,-6.836,0.000
1759592707.247,133.301,-35.645,-22.949,1.465,0.000
1759592707.251,-25.391,-37.598,-20.996,10.254,0.000
1759592707.255,-108.398,-39.062,-20.508,16.113,0.000
1759592707.259,17.578,-41.992,-31.738,6.836,0.000
1759592707.263,190.430,-39.062,-42.480,15.625,0.000
1759592707.267,64.941,-40.039,-36.133,45.898,0.000
1759592707.271,-127.441,-40.039,-33.203,52.734,0.000
1759592707.275,-24.414,-40.527,-37.109,55.664,0.000
1759592707.279,192.871,-40.039,-47.363,69.824,0.000
1759592707.282,149.414,-39.062,-47.363,74.219,0.000
1759592707.286,-47.852,-37.598,-30.273,73.730,0.000
1759592707.290,-30.762,-39.062,-39.551,71.289,0.000
1759592707.294,163.086,-35.645,-48.828,70.312,0.000
1759592707.298,188.477,-34.180,-51.758,76.172,0.000
1759592707.302,-8.789,-34.668,-54.688,68.848,0.000
1759592707.306,-56.152,-34.180,-49.805,69.336,0.000
1759592707.310,112.793,-37.109,-48.828,74.219,0.000
1759592707.314,192.383,-36.621,-52.246,74.219,0.000
1759592707.318,15.625,-36.133,-51.758,84.473,0.000
1759592707.321,-66.895,-39.551,-48.340,89.355,0.000
1759592707.325,46.875,-40.039,-47.363,86.426,0.000
1759592707.329,214.844,-38.086,-39.551,77.637,0.000
1759592707.333,107.422,-37.109,-39.062,70.312,0.000
1759592707.337,-70.801,-33.203,-46.875,63.965,0.000
1759592707.341,-4.395,-27.832,-45.898,73.242,0.000
1759592707.345,187.012,-27.832,-41.504,76.660,0.000
1759592707.349,159.668,-29.785,-42.480,73.242,0.000
1759592707.353,-44.434,-31.250,-41.016,68.848,0.000
1759592707.357,-70.312,-33.203,-38.086,62.500,0.000
1759592707.361,106.445,-30.273,-41.992,55.664,0.000
1759592707.364,168.945,-35.156,-46.387,47.852,0.000
1759592707.368,-31.738,-41.016,-54.199,56.152,0.000
1759592707.372,-106.934,-39.062,-52.734,62.988,0.000
1759592707.376,60.059,-40.039,-43.457,50.781,0.000
1759592707.380,193.848,-36.621,-46.387,44.434,0.000
1759592707.384,34.180,-30.762,-44.434,51.270,0.000
1759592707.388,-102.051,-30.273,-41.016,45.410,0.000
1759592707.392,0.977,-34.180,-43.457,37.598,0.000
1759592707.396,171.875,-36.621,-47.363,42.480,0.000
1759592707.400,75.195,-38.086,-43.457,44.434,0.000
1759592707.404,-87.402,-38.086,-30.273,46.875,0.000
1759592707.407,-46.387,-40.527,-25.391,40.039,0.000
1759592707.411,117.188,-37.109,-33.691,27.344,0.000
1759592707.415,124.512,-36.621,-43.945,33.691,0.000
1759592707.419,-76.660,-43.457,-34.180,37.598,0.000
1759592707.423,-119.141,-38.574,-18.555,35.645,0.000
1759592707.427,61.035,-36.133,-30.273,35.645,0.000
1759592707.431,169.434,-35.645,-36.133,20.508,0.000
1759592707.435,-29.297,-29.785,-30.273,11.719,0.000
1759592707.439,-143.555,-33.691,-30.762,16.602,0.000
